Participant ID,Data DOI,Title,Citation,Publication DOI
32-10034,10.48698/B2XN-D827,Role of endogenous adenine in kidney failure and mortality with diabetes,"Sharma K, Zhang G, Hansen J, Bjornstad P, Lee HJ, Menon R, Hejazi L, Liu JJ, Franzone A, Looker HC, Choi BY, Fernandez R, Venkatachalam MA, Kugathasan L, Sridhar VS, Natarajan L, Zhang J, Sharma V, Kwan B, Waikar S, Himmelfarb J, Tuttle K, Kestenbaum B, Fuhrer T, Feldman H, de Boer IH, Tucci FC, Sedor J, Heerspink HL, Schaub J, Otto E, Hodgin JB, Kretzler M, Anderton C, Alexandrov T, Cherney D, Lim SC, Nelson RG, Gelfond J, Iyengar R; Kidney Precision Medicine Project. Role of endogenous adenine in kidney failure and mortality with diabetes. medRxiv [Preprint]. 2023 Jun 4:2023.05.31.23290681. doi: 10.1101/2023.05.31.23290681. PMID: 37398187; PMCID: PMC10312877.",10.1101/2023.05.31.23290681
31-10042,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1162-EO2,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10016,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1162-EO1,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
32-10034,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10000,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10001,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
33-10005,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
32-10074,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
33-10006,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1158-EO1,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1158-EO3,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE055-1,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1158-EO2,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE019-4,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
27-10039,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE018-1,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE19-05,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
34-10050,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE038,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
30-10123,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10011,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10010,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10013,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10012,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
30-10125,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
32-10003,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10006,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10008,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10035,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10013,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
28-10051,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
34-10184,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
30-10018,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE062-1,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1157-EO2,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE027,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE98sc,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1157-EO1,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
34-10187,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
PRE19-025,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
30-10034,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1153-EO1,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1153-EO2,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1157-EO3,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10040,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
Sample1153-EO3,10.48698/92nk-e805,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
18-162,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
31-10042,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
31-10000,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
32-10034,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
31-10001,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
33-10005,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU-7039,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
14-0518,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
31-10006,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
18-342,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
18-142,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU1700002,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
17-1606,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
14-0577,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
32-2,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
34-10050,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU-16352,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
29-10011,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
30-10044,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
15-0047,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
29-10006,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU1800006,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
29-10008,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
29-10007,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
15-0418,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
16-0600,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
18-312,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
16-0586,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU-12602,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU-16765,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
14-0521,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU1700001,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
18-139,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU-33186,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU-23884,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
IU-6140,10.48698/t9fh-qn48,Data only: Kidney Precision Medicine Project. Aggregated regional transcriptomics RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.,,
31-10042,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10016,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
32-10034,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10000,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10001,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
33-10005,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
32-10074,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
33-10006,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
27-10039,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
34-10050,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
30-10123,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10011,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10010,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10013,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10012,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
30-10125,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
32-10003,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10006,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10008,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10035,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10013,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
28-10051,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
34-10184,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
30-10018,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
34-10187,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
30-10034,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10040,10.48698/47js-9y38,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-cell RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10006,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
32-10003,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
18-162,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10000,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
32-10034,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10008,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10001,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10035,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10013,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
33-10005,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
33-10006,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
31-10006,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
18-312,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
18-142,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
32-2,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
30-10034,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10010,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10013,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
29-10012,10.48698/6k3k-q779,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.0. 2021.",,
18-162,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10000,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
32-10034,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10001,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
33-10005,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
33-10006,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10006,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
18-142,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
3613,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
32-2,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
3535,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
3499,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10010,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10013,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10012,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10006,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
32-10003,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
KRP460,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
29-10008,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
KRP461,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
KRP462,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10013,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
31-10035,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
KRP446,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
18-312,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
3593,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
3490,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
3504,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
30-10034,10.48698/yyvc-ak78,"Data only: Kidney Precision Medicine Project. Aggregated, clustered single-nucleus RNA-seq data used in the KPMP Atlas Explorer v1.3. 2021.",,
